policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2020914,INS-10914,Asset Manager,FDIC,Southeast,2020-09-27,2021-09-27,2020,3500.7,16011,5870.5,10,0.41,5444300,True,False,53.2,,28,AWS,78.8,True,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.161003843842218
POL-2020915,INS-10915,Community Bank,OCC,Southeast,2024-08-26,2025-08-26,2024,47.4,136,450.8,5,0.095,43685,False,True,0.0,Finastra,67,Azure,88.7,True,True,4.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3.879499813722586
POL-2020916,INS-10916,Community Bank,CFPB,West,2020-02-04,2021-02-03,2020,52.6,177,508.3,10,0.379,75875,False,True,0.0,Fiserv,9,On-Prem,85.8,False,False,3.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0,3.9815490680767565
POL-2020917,INS-10917,Community Bank,NCUA,Southeast,2020-09-26,2021-09-26,2020,48.8,135,700.6,5,0.232,42177,False,True,0.0,Finastra,33,On-Prem,80.1,True,True,3.7,1,0.0,0.0,0.0,2.0,1.0,1.0,0,3.9080149840306073
POL-2020918,INS-10918,Custodian Bank,FDIC,Northeast,2022-10-18,2023-10-18,2022,6437.7,21711,94206.5,25,1.221,14324026,False,False,6.1,Fiserv,40,AWS,84.3,True,True,3.7,0,1.0,490122.0,0.0,0.0,0.0,0.0,1,8.770081935367212
POL-2020919,INS-10919,Fintech-Lending,CFPB,Midwest,2021-10-18,2022-10-18,2021,230.4,1483,498.6,2,0.047,219584,False,False,0.0,,51,Azure,93.4,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.444147814759576
POL-2020920,INS-10920,Hedge Fund,State,Midwest,2022-07-21,2023-07-21,2022,186.5,695,386.9,50,0.345,1037236,True,False,0.0,,170,On-Prem,88.8,False,True,4.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.233778845410465
POL-2020921,INS-10921,Community Bank,CFPB,West,2022-11-23,2023-11-23,2022,43.4,199,470.9,15,0.425,87780,False,True,0.0,In-House,34,Hybrid,88.0,True,True,2.7,1,0.0,0.0,0.0,1.0,1.0,0.0,0,3.7932394694381792
POL-2020922,INS-10922,Community Bank,FINRA,Northeast,2023-07-01,2024-06-30,2023,126.0,821,1814.8,100,3.245,708443,False,True,0.0,Jack Henry,8,AWS,52.3,True,False,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.844187086458591
POL-2020923,INS-10923,Investment Bank,FRB,Southeast,2022-11-03,2023-11-03,2022,5683.4,27946,56325.1,100,4.277,56094404,True,False,0.0,Jack Henry,77,AWS,93.8,True,False,2.1,0,0.0,0.0,0.0,1.0,0.0,1.0,0,8.645480859717706
POL-2020924,INS-10924,Community Bank,SEC,West,2020-02-06,2021-02-05,2020,60.8,203,571.9,10,0.142,78427,False,True,0.0,Other,6,On-Prem,75.4,True,True,2.7,0,1.0,181715.0,72073.0,1.0,0.0,0.0,1,4.123903364463645
POL-2020925,INS-10925,Hedge Fund,OCC,Southwest,2022-09-09,2023-09-09,2022,220.5,836,366.4,10,0.312,444046,True,False,0.0,,16,Azure,84.3,True,False,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.40042258948519
POL-2020926,INS-10926,Credit Union,NCUA,Southwest,2024-09-20,2025-09-20,2024,76.2,336,178.0,50,1.833,234987,False,True,0.0,Temenos,12,Hybrid,94.1,True,True,2.5,0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.3463994570307305
POL-2020927,INS-10927,Asset Manager,SEC,National,2021-11-05,2022-11-05,2021,369.6,1687,898.8,2,0.095,224536,True,False,3.2,,17,GCP,87.7,True,True,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.915123313851259
POL-2020928,INS-10928,Broker-Dealer,FINRA,Midwest,2023-03-15,2024-03-14,2023,2894.7,16930,4740.4,250,7.364,31799570,True,False,0.0,,29,On-Prem,54.2,True,False,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.970982156979451
POL-2020929,INS-10929,Credit Union,NCUA,Midwest,2021-05-21,2022-05-21,2021,136.0,471,342.0,50,0.744,504161,False,True,0.0,Temenos,8,GCP,78.9,True,False,3.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.919980925828125
POL-2020930,INS-10930,Regional Bank,FDIC,National,2021-02-06,2022-02-06,2021,433.8,1601,6051.4,10,0.306,680332,False,True,0.0,Jack Henry,33,Hybrid,77.6,False,False,3.4,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.0748861552470546
POL-2020931,INS-10931,Regional Bank,FRB,Southwest,2023-11-17,2024-11-16,2023,967.9,4592,14020.5,100,1.266,5296817,False,True,0.0,Temenos,66,Hybrid,87.3,True,False,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.876161407390958
POL-2020932,INS-10932,Asset Manager,OCC,National,2020-07-01,2021-07-01,2020,1657.1,6261,4030.4,10,0.155,2471114,True,False,29.5,,25,Hybrid,62.0,True,True,3.0,1,0.0,0.0,0.0,4.0,0.0,0.0,0,7.413427647507327
POL-2020933,INS-10933,Insurance Carrier,FRB,National,2024-11-20,2025-11-20,2024,5030.0,13214,7393.4,250,12.22,61773158,False,False,0.0,,77,Hybrid,93.9,False,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.523374050491318
POL-2020934,INS-10934,National Bank,FRB,Southwest,2021-09-12,2022-09-12,2021,15452.8,120920,146497.1,250,5.06,182813321,False,True,0.0,Fiserv,23,GCP,89.5,False,True,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.645610206776551
POL-2020935,INS-10935,Broker-Dealer,FINRA,Northeast,2024-02-10,2025-02-09,2024,635.7,2747,1400.2,5,0.099,687257,True,False,0.0,,14,Hybrid,92.6,True,False,4.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.45629858702298
POL-2020936,INS-10936,Credit Union,NCUA,Southwest,2024-01-15,2025-01-14,2024,31.7,161,87.4,50,1.504,125787,False,True,0.0,FIS,9,GCP,89.6,True,True,3.3,0,0.0,0.0,0.0,1.0,0.0,1.0,0,3.4873750779032076
POL-2020937,INS-10937,Community Bank,FRB,Southwest,2020-01-12,2021-01-11,2020,40.3,122,421.0,50,2.435,157834,False,True,0.0,Jack Henry,34,AWS,58.5,True,True,3.3,0,2.0,45941733.0,30707108.0,1.0,0.0,0.0,1,3.720862499966987
POL-2020938,INS-10938,Regional Bank,FRB,Northeast,2024-03-14,2025-03-14,2024,1008.5,4156,10226.5,2,0.094,592914,False,True,0.0,Fiserv,11,GCP,91.0,True,True,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.9172104377528925
POL-2020939,INS-10939,Community Bank,FDIC,Southwest,2023-03-18,2024-03-17,2023,85.5,503,1026.0,25,0.892,193747,False,True,0.0,In-House,162,On-Prem,96.4,True,True,3.1,1,0.0,0.0,0.0,3.0,0.0,1.0,0,4.460144413937834
POL-2020940,INS-10940,Investment Bank,OCC,Southwest,2022-12-07,2023-12-07,2022,5827.2,10600,76960.2,100,4.384,48513924,True,False,0.0,In-House,23,GCP,74.9,False,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.670463483816189
POL-2020941,INS-10941,Community Bank,NCUA,West,2023-11-09,2024-11-08,2023,116.0,969,1088.4,2,0.049,61947,False,True,0.0,Temenos,34,Azure,46.3,True,False,2.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.762173934797756
POL-2020942,INS-10942,Fintech-Lending,CFPB,Southeast,2024-12-24,2025-12-24,2024,113.7,321,198.4,25,0.554,403270,False,False,0.0,,74,AWS,65.9,False,False,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.742320024135325
POL-2020943,INS-10943,Regional Bank,FINRA,Northeast,2022-09-01,2023-09-01,2022,646.9,2434,9247.7,25,0.64,1763047,False,True,0.0,In-House,35,GCP,88.3,True,True,4.7,0,0.0,0.0,0.0,2.0,0.0,1.0,0,6.473736363455911
POL-2020944,INS-10944,Regional Bank,State,Southeast,2023-05-10,2024-05-09,2023,306.3,1444,2587.2,10,0.332,418481,False,True,0.0,Finastra,13,Azure,90.4,True,True,5.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.727824469136439
POL-2020945,INS-10945,Community Bank,State,Southeast,2020-05-23,2021-05-23,2020,57.8,95,725.0,2,0.034,28838,False,True,0.0,Temenos,30,AWS,85.8,True,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.074141854904581
POL-2020946,INS-10946,Community Bank,FDIC,Southeast,2024-11-21,2025-11-21,2024,73.8,412,1044.5,2,0.025,44984,False,True,0.0,Temenos,51,AWS,75.7,True,True,3.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0,4.314817884980432
POL-2020947,INS-10947,Regional Bank,OCC,Southwest,2020-10-07,2021-10-07,2020,409.9,1444,4773.0,1,0.047,147007,False,True,0.0,Temenos,47,Hybrid,75.4,True,False,3.6,0,1.0,2105469.0,1044.0,0.0,0.0,0.0,1,6.018349875889364
POL-2020948,INS-10948,Community Bank,State,National,2022-07-16,2023-07-16,2022,94.6,409,1345.0,1,0.039,29818,False,True,0.0,FIS,92,GCP,58.7,True,True,2.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.560172820057356
POL-2020949,INS-10949,Credit Union,NCUA,Southeast,2023-04-11,2024-04-10,2023,145.1,517,432.6,50,0.293,432109,False,True,0.0,FIS,22,AWS,61.1,True,False,4.8,1,0.0,0.0,0.0,1.0,0.0,1.0,0,4.984291318756654
POL-2020950,INS-10950,Community Bank,FRB,Midwest,2023-05-20,2024-05-19,2023,38.1,140,393.8,2,0.064,18363,False,True,0.0,Temenos,22,GCP,89.1,True,True,4.8,1,0.0,0.0,0.0,2.0,0.0,1.0,0,3.66612246699132
POL-2020951,INS-10951,Broker-Dealer,FINRA,West,2024-03-11,2025-03-11,2024,440.8,1930,909.1,5,0.201,626614,True,False,0.0,,13,Hybrid,87.7,True,True,3.4,0,1.0,1223913.0,199758.0,0.0,0.0,0.0,1,6.090857290986017
POL-2020952,INS-10952,Community Bank,FRB,National,2024-07-03,2025-07-03,2024,46.5,332,492.7,50,2.337,145599,False,True,0.0,In-House,15,Hybrid,70.1,True,True,3.4,0,0.0,0.0,0.0,3.0,0.0,1.0,0,3.8607297110405954
POL-2020953,INS-10953,Credit Union,NCUA,Northeast,2021-04-23,2022-04-23,2021,106.2,423,116.0,5,0.193,98776,False,True,0.0,FIS,9,Hybrid,95.5,True,True,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.674696248636701
POL-2020954,INS-10954,Asset Manager,FRB,West,2021-09-24,2022-09-24,2021,1733.3,7444,4906.1,2,0.085,870230,True,False,13.2,,8,GCP,91.1,False,False,2.6,1,1.0,39096.0,6900.0,0.0,0.0,0.0,1,7.4583591527565405
POL-2020955,INS-10955,Fintech-Lending,SEC,Northeast,2024-06-12,2025-06-12,2024,93.3,330,259.2,5,0.222,112259,False,False,0.0,,7,On-Prem,93.9,True,True,3.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.546481189639412
POL-2020956,INS-10956,Credit Union,NCUA,National,2024-01-06,2025-01-05,2024,20.2,68,23.9,10,0.135,28733,False,True,0.0,Fiserv,91,GCP,77.3,True,True,1.3,0,1.0,99453.0,13454.0,0.0,0.0,0.0,1,3.054001181677967
POL-2020957,INS-10957,Fintech-Payments,SEC,West,2021-12-27,2022-12-27,2021,817.9,2965,1055.5,5,0.239,1393405,False,True,0.0,,9,Hybrid,76.6,False,True,3.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.707961976276143
POL-2020958,INS-10958,Insurance Carrier,SEC,Southeast,2023-09-25,2024-09-24,2023,3125.5,11061,3259.2,5,0.198,2948898,False,False,0.0,,24,Azure,94.3,True,True,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.047669447007353
POL-2020959,INS-10959,Hedge Fund,SEC,Southeast,2020-09-15,2021-09-15,2020,162.6,617,210.7,10,0.271,271555,True,False,0.0,,10,GCP,94.9,True,True,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.097424424168647
POL-2020960,INS-10960,Community Bank,FRB,Midwest,2020-09-08,2021-09-08,2020,84.4,333,926.1,5,0.193,66787,False,True,0.0,Fiserv,13,GCP,70.6,False,True,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.447346100794524
POL-2020961,INS-10961,Custodian Bank,FRB,National,2021-09-04,2022-09-04,2021,3600.1,23787,40133.3,1,0.043,1509925,False,False,48.3,Finastra,115,GCP,62.4,True,False,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.188994633327166
POL-2020962,INS-10962,Fintech-Lending,SEC,Midwest,2022-12-05,2023-12-05,2022,520.3,2831,1229.8,5,0.17,743870,False,False,0.0,,9,GCP,62.4,False,False,2.1,0,0.0,0.0,0.0,3.0,0.0,1.0,0,6.25632569177406
POL-2020963,INS-10963,Regional Bank,FRB,Midwest,2022-04-24,2023-04-24,2022,482.1,1433,5447.1,100,3.24,3140089,False,True,0.0,FIS,63,Hybrid,68.1,True,False,3.1,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.180223671560361
POL-2020964,INS-10964,Credit Union,NCUA,Southwest,2024-02-24,2025-02-23,2024,78.2,282,136.6,15,0.731,132950,False,True,0.0,In-House,22,GCP,69.1,False,False,3.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.37197629882038
POL-2020965,INS-10965,Hedge Fund,State,Southeast,2023-04-11,2024-04-10,2023,356.7,1136,564.3,5,0.154,548088,True,False,0.0,,49,On-Prem,63.5,True,False,3.6,0,0.0,0.0,0.0,1.0,0.0,1.0,0,5.879694646264972
POL-2020966,INS-10966,Regional Bank,FRB,Southeast,2021-08-06,2022-08-06,2021,330.6,1270,4834.0,25,0.38,769267,False,True,0.0,Finastra,39,On-Prem,77.8,False,True,3.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.80392942326114
POL-2020967,INS-10967,Community Bank,FINRA,Northeast,2022-03-06,2023-03-06,2022,43.5,111,405.7,25,1.008,90845,False,True,0.0,Fiserv,26,AWS,95.3,True,True,3.1,1,0.0,0.0,0.0,2.0,0.0,1.0,0,3.7954891891721947
POL-2020968,INS-10968,Broker-Dealer,SEC,Southwest,2023-02-24,2024-02-24,2023,424.6,1380,694.8,10,0.145,740648,True,False,0.0,,49,On-Prem,68.7,True,False,2.9,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.053499938027435
POL-2020969,INS-10969,Fintech-Payments,CFPB,Southeast,2020-03-08,2021-03-08,2020,342.0,1030,806.0,25,0.484,1596771,False,True,0.0,,41,Hybrid,66.9,True,False,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8377304471659395
POL-2020970,INS-10970,Credit Union,NCUA,National,2020-09-24,2021-09-24,2020,44.6,86,86.0,25,1.048,90102,False,True,0.0,FIS,62,Azure,85.7,True,False,3.2,0,1.0,7796.0,566.0,2.0,0.0,1.0,1,3.8199077165203406
POL-2020971,INS-10971,Credit Union,NCUA,Southeast,2021-05-11,2022-05-11,2021,171.0,1225,449.5,10,0.136,228681,False,True,0.0,FIS,50,Hybrid,79.0,True,False,4.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.147494476813453
POL-2020972,INS-10972,Regional Bank,State,Southeast,2020-02-18,2021-02-17,2020,196.3,459,2544.8,5,0.084,180255,False,True,0.0,FIS,16,Azure,86.7,True,True,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.2847254130285695
POL-2020973,INS-10973,Regional Bank,FDIC,Southwest,2022-04-22,2023-04-22,2022,280.4,1567,2266.0,5,0.207,322761,False,True,0.0,Fiserv,37,AWS,75.7,True,False,1.8,0,0.0,0.0,0.0,2.0,0.0,2.0,0,5.639777144680289
POL-2020974,INS-10974,Community Bank,FDIC,Northeast,2020-10-11,2021-10-11,2020,51.3,223,473.0,2,0.025,25296,False,True,0.0,Finastra,26,Azure,62.8,True,True,2.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0,3.9569963710708773
POL-2020975,INS-10975,Hedge Fund,SEC,Northeast,2023-03-22,2024-03-21,2023,387.0,2880,444.4,15,0.238,983348,True,False,0.0,,9,GCP,87.6,False,False,4.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0,5.961005339623274
POL-2020976,INS-10976,Credit Union,NCUA,Southeast,2020-01-28,2021-01-27,2020,31.2,98,41.3,100,2.804,150080,False,True,0.0,Other,44,Azure,78.4,True,True,2.2,0,1.0,239145.0,39564.0,1.0,0.0,1.0,1,3.4719664525503626
POL-2020977,INS-10977,Insurance Carrier,SEC,Southeast,2023-02-04,2024-02-04,2023,3363.2,14857,9211.5,10,0.093,4792590,False,False,0.0,,34,AWS,49.6,True,True,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.120945472357683
POL-2020978,INS-10978,Fintech-Payments,SEC,Southwest,2022-06-16,2023-06-16,2022,314.5,971,806.7,5,0.164,472005,False,True,0.0,,62,Hybrid,96.1,True,True,3.2,0,0.0,0.0,0.0,2.0,0.0,1.0,0,5.754158681981268
POL-2020979,INS-10979,Fintech-Payments,SEC,West,2021-07-14,2022-07-14,2021,246.4,1133,569.0,10,0.269,561700,False,True,0.0,,36,On-Prem,85.7,True,False,4.2,1,0.0,0.0,0.0,1.0,0.0,0.0,0,5.511006459958388
POL-2020980,INS-10980,National Bank,FDIC,Northeast,2024-12-14,2025-12-14,2024,31480.3,130617,278889.7,50,1.817,157590974,False,True,0.0,Fiserv,60,GCP,90.7,True,False,1.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,10.357148997739671
POL-2020981,INS-10981,Regional Bank,OCC,Midwest,2024-08-05,2025-08-05,2024,757.0,2574,9130.6,100,4.319,4062665,False,True,0.0,Jack Henry,50,Azure,69.3,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.630683385642372
POL-2020982,INS-10982,Fintech-Lending,State,National,2023-04-07,2024-04-06,2023,233.5,736,251.7,25,0.753,777255,False,False,0.0,,23,Azure,51.2,True,False,3.2,0,0.0,0.0,0.0,3.0,0.0,1.0,0,5.457455587886334
POL-2020983,INS-10983,Regional Bank,FDIC,National,2020-12-14,2021-12-14,2020,717.4,4474,6496.1,5,0.122,817571,False,True,0.0,Finastra,60,AWS,82.6,True,True,4.2,3,0.0,0.0,0.0,4.0,0.0,3.0,0,6.57702651698799
POL-2020984,INS-10984,Community Bank,FDIC,Northeast,2021-06-05,2022-06-05,2021,17.5,58,183.0,1,0.025,6387,False,True,0.0,Finastra,39,On-Prem,96.6,True,True,3.9,3,0.0,0.0,0.0,0.0,0.0,0.0,0,2.917770732084279
POL-2020985,INS-10985,Insurance Carrier,NCUA,National,2024-12-10,2025-12-10,2024,5500.2,23993,14187.3,100,3.944,38214681,False,False,0.0,,10,AWS,94.6,True,True,3.0,1,0.0,0.0,0.0,2.0,0.0,2.0,0,8.612721529240552
POL-2020986,INS-10986,Fintech-Lending,State,Northeast,2020-10-25,2021-10-25,2020,190.4,591,416.3,2,0.025,133525,False,False,0.0,,24,On-Prem,91.5,True,False,3.2,0,1.0,612420.0,179064.0,4.0,1.0,1.0,1,5.254365479018854
POL-2020987,INS-10987,Fintech-Lending,SEC,West,2024-12-27,2025-12-27,2024,355.3,1324,701.3,5,0.045,530753,False,False,0.0,,35,GCP,80.6,True,True,2.5,0,0.0,0.0,0.0,1.0,1.0,0.0,0,5.87577307261179
POL-2020988,INS-10988,Community Bank,FRB,National,2020-09-13,2021-09-13,2020,55.0,304,665.4,250,5.195,474251,False,True,0.0,Fiserv,94,On-Prem,54.5,True,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.02535169073515
POL-2020989,INS-10989,Community Bank,NCUA,Southwest,2024-10-27,2025-10-27,2024,187.6,883,2188.9,1,0.025,63180,False,True,0.0,Jack Henry,44,On-Prem,83.1,True,True,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.239628370199357
POL-2020990,INS-10990,Fintech-Payments,State,Midwest,2023-04-09,2024-04-08,2023,191.1,1428,276.5,2,0.071,172879,False,True,0.0,,32,Hybrid,85.4,True,True,3.2,1,0.0,0.0,0.0,1.0,1.0,0.0,0,5.258016069774511
POL-2020991,INS-10991,Community Bank,OCC,Midwest,2021-09-04,2022-09-04,2021,205.2,767,2107.8,1,0.045,82628,False,True,0.0,Fiserv,20,Hybrid,89.7,True,False,2.2,0,1.0,428988.0,297310.0,0.0,0.0,0.0,1,5.32884657158286
POL-2020992,INS-10992,Community Bank,NCUA,Northeast,2020-10-19,2021-10-19,2020,161.1,1291,1923.7,1,0.025,52668,False,True,0.0,FIS,50,GCP,86.2,True,True,2.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.08821342874163
POL-2020993,INS-10993,Custodian Bank,FDIC,Midwest,2022-07-17,2023-07-17,2022,7211.9,24752,92761.3,250,12.012,88741964,False,False,1.0,Fiserv,7,AWS,64.6,True,False,3.5,1,0.0,0.0,0.0,1.0,0.0,1.0,0,8.883626368550644
POL-2020994,INS-10994,Asset Manager,State,Northeast,2024-03-01,2025-03-01,2024,1300.7,7769,1949.4,10,0.184,2042690,True,False,2.6,,44,GCP,97.7,True,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.171426381472415
POL-2020995,INS-10995,Regional Bank,FRB,National,2020-12-08,2021-12-08,2020,655.6,2447,6879.7,50,1.085,2779498,False,True,0.0,Fiserv,85,Hybrid,83.1,True,False,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.487075005067492
POL-2020996,INS-10996,Broker-Dealer,FINRA,Southwest,2022-08-26,2023-08-26,2022,283.6,519,458.8,2,0.052,213147,True,False,0.0,,23,AWS,97.1,False,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.651084685655752
POL-2020997,INS-10997,National Bank,FDIC,National,2021-10-20,2022-10-20,2021,39654.6,45935,397446.3,50,1.682,202662848,False,True,0.0,Temenos,30,AWS,84.3,True,True,4.1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,10.587987452903523
POL-2020998,INS-10998,Fintech-Lending,CFPB,Southeast,2024-02-16,2025-02-15,2024,248.2,1442,301.4,1,0.044,111992,False,False,0.0,,41,GCP,84.6,True,True,2.8,1,0.0,0.0,0.0,2.0,1.0,1.0,0,5.518255786913298
POL-2020999,INS-10999,National Bank,FRB,Southwest,2020-02-06,2021-02-05,2020,10706.6,63975,109589.4,250,11.738,153783684,False,True,0.0,Jack Henry,51,On-Prem,75.5,True,True,3.9,0,0.0,0.0,0.0,1.0,0.0,1.0,0,9.278709048694106
POL-2021000,INS-11000,Regional Bank,SEC,Southwest,2024-08-02,2025-08-02,2024,505.5,940,5091.9,5,0.128,594982,False,True,0.0,Temenos,137,Hybrid,47.4,False,True,3.9,0,0.0,0.0,0.0,2.0,0.0,0.0,0,6.227524323688738
POL-2021001,INS-11001,National Bank,FDIC,Southwest,2024-06-12,2025-06-12,2024,34818.2,207399,476759.9,250,9.875,490370945,False,True,0.0,Jack Henry,31,AWS,82.1,True,False,4.1,0,0.0,0.0,0.0,3.0,0.0,0.0,0,10.457924237756693
POL-2021002,INS-11002,Insurance Carrier,FRB,Northeast,2021-12-27,2022-12-27,2021,2378.2,7328,7069.9,10,0.27,3908064,False,False,0.0,,65,GCP,36.6,True,True,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.774519575705891
POL-2021003,INS-11003,Fintech-Lending,State,Midwest,2021-07-28,2022-07-28,2021,120.4,626,355.4,10,0.453,297090,False,False,0.0,,30,On-Prem,77.8,True,True,2.8,1,1.0,1805787.0,606690.0,0.0,0.0,0.0,1,4.799090878625398
POL-2021004,INS-11004,Fintech-Payments,CFPB,Southwest,2020-02-06,2021-02-05,2020,313.3,1372,579.8,15,0.102,1001243,False,True,0.0,,31,Azure,85.3,True,True,3.1,0,1.0,1096690.0,26131.0,4.0,1.0,0.0,1,5.750347943803522
POL-2021005,INS-11005,Community Bank,NCUA,Northeast,2024-08-07,2025-08-07,2024,162.7,587,2132.6,15,0.395,319430,False,True,0.0,Jack Henry,33,On-Prem,75.2,True,True,2.2,0,0.0,0.0,0.0,3.0,1.0,2.0,0,5.098035484377089
POL-2021006,INS-11006,Asset Manager,State,Midwest,2021-06-19,2022-06-19,2021,869.0,2011,2067.1,1,0.041,351258,True,False,30.0,,37,On-Prem,51.9,False,True,3.5,0,1.0,315979.0,152824.0,0.0,0.0,0.0,1,6.76849321164863
POL-2021007,INS-11007,Community Bank,FRB,Northeast,2020-11-14,2021-11-14,2020,103.8,551,1194.6,5,0.208,78729,False,True,0.0,Fiserv,61,AWS,70.4,True,True,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.6520537718869415
POL-2021008,INS-11008,Fintech-Lending,CFPB,Southeast,2023-07-17,2024-07-16,2023,95.3,336,138.5,2,0.028,71132,False,False,0.0,,25,AWS,95.7,True,False,2.6,0,1.0,13429.0,9122.0,0.0,0.0,0.0,1,4.56746831880408
POL-2021009,INS-11009,Community Bank,State,Southwest,2022-03-07,2023-03-07,2022,97.5,624,1060.4,5,0.247,100772,False,True,0.0,Temenos,143,Hybrid,85.3,True,True,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.590056548178043
POL-2021010,INS-11010,Insurance Carrier,OCC,West,2022-12-19,2023-12-19,2022,1676.2,3058,4844.5,5,0.066,1493116,False,False,0.0,,22,Hybrid,92.2,True,False,3.1,0,1.0,6920657.0,2649423.0,1.0,0.0,1.0,1,7.424881015296608
POL-2021011,INS-11011,Hedge Fund,CFPB,Southwest,2021-06-22,2022-06-22,2021,166.1,498,275.3,250,6.066,2668232,True,False,0.0,,26,Azure,82.3,True,True,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.118592435601348
POL-2021012,INS-11012,Fintech-Payments,CFPB,Southeast,2023-05-17,2024-05-16,2023,586.2,2818,1683.2,15,0.281,1450866,False,True,0.0,,68,On-Prem,58.6,True,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.375365477300306
POL-2021013,INS-11013,Regional Bank,FRB,West,2021-07-23,2022-07-23,2021,813.0,1839,7001.6,10,0.054,1392380,False,True,0.0,Temenos,15,Azure,89.5,True,False,3.1,0,0.0,0.0,0.0,3.0,0.0,2.0,0,6.70196036600254
POL-2021014,INS-11014,Custodian Bank,FRB,Midwest,2024-01-12,2025-01-11,2024,14761.3,70732,141314.7,25,0.618,40812172,False,False,59.0,Finastra,40,AWS,75.6,True,False,3.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.599831912573032
POL-2021015,INS-11015,Asset Manager,State,Midwest,2023-06-12,2024-06-11,2023,1303.8,8876,2729.1,25,0.92,2928225,True,False,3.1,,95,AWS,91.7,False,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.173805051306804
POL-2021016,INS-11016,National Bank,FRB,National,2024-10-06,2025-10-06,2024,23068.3,83338,328916.6,250,5.173,283602632,False,True,0.0,In-House,396,On-Prem,74.8,True,False,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.046258008271394
