finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50621,INS-10006,POL-2021106,FINRA,2019-01-11,High,data loss prevention controls,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in data loss prevention controls, including failure to encryption of data at rest. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50622,INS-10982,POL-2020982,State,2022-09-05,Low,vendor due diligence procedures,The institution maintains adequate controls over vendor due diligence procedures. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50623,INS-10982,POL-2020982,State,2021-09-26,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for fourth-party risk assessment. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50624,INS-10982,POL-2020982,State,2021-07-16,Low,business continuity planning,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in business continuity planning, which management has committed to address by next examination cycle."
FND-50625,INS-10285,POL-2020285,FDIC,2021-08-15,High,vendor due diligence procedures,"The examination identified material weaknesses in the institution's vendor due diligence procedures. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50626,INS-10285,POL-2020285,FDIC,2021-07-01,Low,vendor due diligence procedures,Review of vendor due diligence procedures found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50627,INS-10285,POL-2020285,FDIC,2021-07-26,Medium,business continuity planning,The examination identified weaknesses in business continuity planning that warrant management attention. Testing revealed that testing of incident response procedures is not consistently performed across business lines. Remediation plan must be submitted.
FND-50628,INS-10867,POL-2020867,State,2018-11-08,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50629,INS-10374,POL-2020374,OCC,2021-02-03,Low,cloud security governance,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in cloud security governance, which management has committed to address by next examination cycle."
FND-50630,INS-10374,POL-2020374,OCC,2021-08-15,Medium,identity and access management,An MRA has been issued related to identity and access management. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
